query,entrezgene,name,symbol,alias,taxid,RGD
HIST1H1E,201097,"H1.4 linker histone, cluster member",H1f4,"H1-4, H14, H1d, Hist1h1c, Hist1h1d",10116,RGD:2776
HIST1H1B,680522,"H1.5 linker histone, cluster member",H1f5,"H1-5, Hist1h1b",10116,RGD:1590638
H2AFX,500987,H2A.X variant histone,H2ax,"H2afx, RGD1566119",10116,RGD:1566119
HAGH,24439,hydroxyacyl glutathione hydrolase,Hagh,"Glo2, RSP29",10116,RGD:2779
HAMP,84604,hepcidin antimicrobial peptide,Hamp,Hepc,10116,RGD:70971
HAND1,59112,heart and neural crest derivatives expressed 1,Hand1,eHand,10116,RGD:621206
HAND2,64637,heart and neural crest derivatives expressed 2,Hand2,,10116,RGD:621207
HAPLN3,308773,hyaluronan and proteoglycan link protein 3,Hapln3,,10116,RGD:1308098
HMGB1,27080,HMG-box transcription factor 1,Hbp1,Hmgb1,10116,RGD:620444
HCAR2,353250,hydroxycarboxylic acid receptor 2,Hcar2,"Gpr109a, Gpr109b, Hm74, Hm74b, Niacr1",10116,RGD:727952
HCN1,84390,hyperpolarization-activated cyclic nucleotide-gated potassium channel 1,Hcn1,,10116,RGD:620688
HCN4,59266,hyperpolarization activated cyclic nucleotide-gated potassium channel 4,Hcn4,,10116,RGD:71065
HCRT,25723,hypocretin neuropeptide precursor,Hcrt,orexin-A,10116,RGD:2786
HCRTR1,25593,hypocretin receptor 1,Hcrtr1,Hctr1,10116,RGD:2787
HDAC1,297893,histone deacetylase 1,Hdac1,,10116,RGD:1309799
HDAC2,84577,histone deacetylase 2,Hdac2,,10116,RGD:619976
HDAC3,84578,histone deacetylase 3,Hdac3,,10116,RGD:619977
HDAC4,363287,histone deacetylase 4,Hdac4,,10116,RGD:619979
HDAC5,84580,histone deacetylase 5,Hdac5,,10116,RGD:619980
HDAC6,108348065,histone deacetylase 6,Hdac6,,10116,RGD:619981
HDAC9,687001,histone deacetylase 9,Hdac9,"MITR, RGD1310748, RGD1563092",10116,RGD:1310748
HERC2,308669,HECT and RLD domain containing E3 ubiquitin protein ligase 2,Herc2,,10116,RGD:1307989
HERPUD1,85430,homocysteine inducible ER protein with ubiquitin like domain 1,Herpud1,Sup,10116,RGD:620818
HES6,316626,hes family bHLH transcription factor 6,Hes6,,10116,RGD:1312047
HFE,29199,homeostatic iron regulator,Hfe,,10116,RGD:2793
HHAT,289344,hedgehog acyltransferase,Hhat,RGD1311746,10116,RGD:1311746
HIF1A,29560,hypoxia inducible factor 1 subunit alpha,Hif1a,"HIF1-alpha, MOP1",10116,RGD:61928
HINT1,690660,histidine triad nucleotide binding protein 1,Hint1,"Pkci, Prkci",10116,RGD:1593411
PRKCI,690660,histidine triad nucleotide binding protein 1,Hint1,"Pkci, Prkci",10116,RGD:1593411
HIP1R,81917,huntingtin interacting protein 1 related,Hip1r,,10116,RGD:621615
HK1,25058,hexokinase 1,Hk1,"HEXOKIN, HKI",10116,RGD:2796
HMGA1,117062,high mobility group AT-hook 1,Hmga1,"Hmgi, Hmgiy",10116,RGD:628699
HMGXB4,307667,HMG-box containing 4,Hmgxb4,"Hmg2l1, Hmgb2l1",10116,RGD:1305783
HMOX1,24451,heme oxygenase 1,Hmox1,"HEOXG, Heox, Hmox, Ho-1, Ho1",10116,RGD:2806
HNMT,81676,histamine N-methyltransferase,Hnmt,,10116,RGD:71049
HOMER1,29546,homer scaffold protein 1,Homer1,"HOMER1F, Vesl-1",10116,RGD:628725
HOMER2,29547,homer scaffold protein 2,Homer2,Vesl-2,10116,RGD:620705
HP,24464,haptoglobin,Hp,Ba1-647,10116,RGD:2825
HP1BP3,313647,"heterochromatin protein 1, binding protein 3",Hp1bp3,,10116,RGD:735099
HPGDS,58962,hematopoietic prostaglandin D synthase,Hpgds,Ptgds2,10116,RGD:69251
HPRT1,24465,hypoxanthine phosphoribosyltransferase 1,Hprt1,"Hgprtase, Hprt",10116,RGD:2826
HPS4,304555,"HPS4, biogenesis of lysosomal organelles complex 3 subunit 2",Hps4,,10116,RGD:1308070
HPSE,64537,heparanase,Hpse,"Hep, Hpa",10116,RGD:61969
HRH2,25461,histamine receptor H 2,Hrh2,"H2R, HH2R",10116,RGD:2831
HSD11B1,25116,hydroxysteroid 11-beta dehydrogenase 1,Hsd11b1,LRRGT00065,10116,RGD:2834
HSF1,79245,heat shock transcription factor 1,Hsf1,,10116,RGD:620913
HSP90AA1,299331,heat shock protein 90 alpha family class A member 1,Hsp90aa1,"Hsp86, Hsp90, Hspca",10116,RGD:631409
HSP90B1,362862,heat shock protein 90 beta family member 1,Hsp90b1,"Grp94, Tra1",10116,RGD:1310482
HSPA12A,307997,heat shock protein family A (Hsp70) member 12A,Hspa12a,,10116,RGD:1305531
HSPA1A,24472,heat shock protein family A (Hsp70) member 1A,Hspa1a,"HSP70-2, HSP70.1, HSP70.2, HSP72, Hsp70-1",10116,RGD:1593284
HSPA1B,24472,heat shock protein family A (Hsp70) member 1A,Hspa1a,"HSP70-2, HSP70.1, HSP70.2, HSP72, Hsp70-1",10116,RGD:1593284
HSPA1L,24963,heat shock protein family A (Hsp70) member 1 like,Hspa1l,Hsp70-3,10116,RGD:1595925
HSPA4,266759,heat shock protein family A (Hsp70) member 4,Hspa4,"Hsp110, Hsp70, irp94",10116,RGD:628878
HSPA5,25617,heat shock protein family A (Hsp70) member 5,Hspa5,"BIP, GRP 78, GRP78",10116,RGD:2843
HSPA9,291671,heat shock protein family A (Hsp70) member 9,Hspa9,"Crp40, GRP-75, Hspa9a, PBP74",10116,RGD:1311806
HSPB3,78951,heat shock protein family B (small) member 3,Hspb3,,10116,RGD:68345
HTR1A,24473,5-hydroxytryptamine receptor 1A,Htr1a,"5HT1A, RAT5HT1A",10116,RGD:2845
HTR1B,25075,5-hydroxytryptamine receptor 1B,Htr1b,,10116,RGD:2846
HTR1D,25323,5-hydroxytryptamine receptor 1D,Htr1d,5HT1D,10116,RGD:2847
HTR1F,60448,5-hydroxytryptamine receptor 1F,Htr1f,Htr1eb,10116,RGD:71083
HTR2A,29595,5-hydroxytryptamine receptor 2A,Htr2a,"5-HT2A, 5Ht-2",10116,RGD:61800
HTR2C,25187,5-hydroxytryptamine receptor 2C,Htr2c,"5-HT2C, 5-HTR2C, 5HT-1C",10116,RGD:2848
HTR3A,79246,5-hydroxytryptamine receptor 3A,Htr3a,"5-HT3, 5-HT3A, 5HT3, Htr3",10116,RGD:61818
HTR3B,58963,5-hydroxytryptamine receptor 3B,Htr3b,,10116,RGD:61820
HTR4,25324,5-hydroxytryptamine receptor 4,Htr4,,10116,RGD:2850
HTR5A,25689,5-hydroxytryptamine receptor 5A,Htr5a,"5HT5A, MR22",10116,RGD:2851
HTR6,64354,5-hydroxytryptamine receptor 6,Htr6,,10116,RGD:62044
HTR7,65032,5-hydroxytryptamine receptor 7,Htr7,5Ht7,10116,RGD:71034
HTT,29424,huntingtin,Htt,"Hd, Hdh",10116,RGD:68337
ICAM1,25464,intercellular adhesion molecule 1,Icam1,"CD54, ICAM",10116,RGD:2857
IDE,25700,insulin degrading enzyme,Ide,INSDEGM,10116,RGD:2861
IDO1,66029,"indoleamine 2,3-dioxygenase 1",Ido1,"Ido, Indo",10116,RGD:619989
IFNA1,690894,"interferon, alpha 1",Ifna1,"If1ai3, Ifna5",10116,RGD:1306135
IFNAR1,288264,interferon alpha and beta receptor subunit 1,Ifnar1,,10116,RGD:1305399
IFNG,25712,interferon gamma,Ifng,"IFNG2, If2f",10116,RGD:2866
IFNL3,685840,"interferon, lambda 3",Ifnl3,"If1ia1, Il28b",10116,RGD:1589046
IFT27,300062,intraflagellar transport 27,Ift27,Rabl4,10116,RGD:1308703
IGF1,24482,insulin-like growth factor 1,Igf1,IGF,10116,RGD:2868
IGF2,24483,insulin-like growth factor 2,Igf2,"IGFII, RNIGF2",10116,RGD:2870
IGF2BP2,303824,insulin-like growth factor 2 mRNA binding protein 2,Igf2bp2,RGD1305614,10116,RGD:1305614
IGFBP2,25662,insulin-like growth factor binding protein 2,Igfbp2,"BRL-BP, IBP-2, IGFBP-2, ILGFBPA",10116,RGD:2873
IGFBP7,289560,insulin-like growth factor binding protein 7,Igfbp7,,10116,RGD:1306201
IKBKE,363984,inhibitor of nuclear factor kappa B kinase subunit epsilon,Ikbke,,10116,RGD:1308352
IL10,25325,interleukin 10,Il10,"IL10X, If2a",10116,RGD:2886
IL10RA,117539,interleukin 10 receptor subunit alpha,Il10ra,,10116,RGD:620138
IL11,171040,interleukin 11,Il11,Il-11,10116,RGD:621475
IL12B,64546,interleukin 12B,Il12b,Il12,10116,RGD:628704
IL17A,301289,interleukin 17A,Il17a,"CTLA-8, IL-17, IL-17A, Il17",10116,RGD:2888
IL17C,691516,interleukin 17C,Il17c,,10116,RGD:1582798
IL18,29197,interleukin 18,Il18,"IL-1 gamma, IL-18",10116,RGD:2889
IL18R1,301365,interleukin 18 receptor 1,Il18r1,,10116,RGD:1308589
IL19,681145,interleukin 19,Il19,,10116,RGD:1583546
IL1A,24493,interleukin 1 alpha,Il1a,"IL-1 alpha, IL-1F1",10116,RGD:2890
IL1B,24494,interleukin 1 beta,Il1b,IL-1F2,10116,RGD:2891
IL1R1,25663,interleukin 1 receptor type 1,Il1r1,"IL-1R-1, IL-1R-alpha, IL-1RT-1, IL-1RT1",10116,RGD:2892
IL1RAPL1,317553,interleukin 1 receptor accessory protein-like 1,Il1rapl1,Il1rapl,10116,RGD:727891
IL1RN,60582,interleukin 1 receptor antagonist,Il1rn,IL-1ra,10116,RGD:621159
IL2,116562,interleukin 2,Il2,,10116,RGD:620047
IL20,681112,interleukin 20,Il20,If2d,10116,RGD:1583578
IL24,170819,interleukin 24,Il24,"If2e, Mda-7, Mda7",10116,RGD:621484
IL2RA,25704,interleukin 2 receptor subunit alpha,Il2ra,IL2RAC,10116,RGD:2895
IL2RB,25746,interleukin 2 receptor subunit beta,Il2rb,IL2RBC,10116,RGD:2896
IL2RG,140924,interleukin 2 receptor subunit gamma,Il2rg,"Ab2-183, Cd132",10116,RGD:621466
IL3,24495,interleukin 3,Il3,,10116,RGD:2897
IL3RA,246144,interleukin 3 receptor subunit alpha,Il3ra,Cyrl,10116,RGD:628728
IL4,287287,interleukin 4,Il4,Il4e12,10116,RGD:2898
IL6,24498,interleukin 6,Il6,"ILg6, Ifnb2",10116,RGD:2901
IL6R,24499,interleukin 6 receptor,Il6r,"IL6R1, Il6ra",10116,RGD:2902
IL9R,24500,interleukin 9 receptor,Il9r,,10116,RGD:2907
IMPA1,83523,inositol monophosphatase 1,Impa1,Impa1-L,10116,RGD:69254
IMPA2,282636,inositol monophosphatase 2,Impa2,,10116,RGD:628692
IMPACT,497198,impact RWD domain protein,Impact,,10116,RGD:1591977
INPP1,316376,inositol polyphosphate-1-phosphatase,Inpp1,,10116,RGD:1306071
IPO11,310056,importin 11,Ipo11,,10116,RGD:1311133
IPO5,306182,importin 5,Ipo5,"Kpnb3, Ranbp5",10116,RGD:1308715
IRF7,293624,interferon regulatory factor 7,Irf7,,10116,RGD:1307828
ISL1,64444,ISL LIM homeobox 1,Isl1,"Isl-1, isl-1=homeobox",10116,RGD:61957
ITGA8,364786,integrin subunit alpha 8,Itga8,RGD1564327,10116,RGD:621634
ITGA9,685004,integrin subunit alpha 9,Itga9,Itga9l,10116,RGD:1311191
ITGAL,308995,integrin subunit alpha L,Itgal,LFA-1,10116,RGD:631424
ITGAM,25021,integrin subunit alpha M,Itgam,Cd11b,10116,RGD:2926
ITGB3,29302,integrin subunit beta 3,Itgb3,GPIIIa,10116,RGD:628868
ITIH1,306251,"inter-alpha trypsin inhibitor, heavy chain 1",Itih1,,10116,RGD:1306099
ITIH3,50693,"inter-alpha trypsin inhibitor, heavy chain 3",Itih3,PAIHC3,10116,RGD:620633
ITIH4,54404,inter-alpha-trypsin inhibitor heavy chain 4,Itih4,,10116,RGD:70881
ITPR1,25262,"inositol 1,4,5-trisphosphate receptor, type 1",Itpr1,"I145TR, IP3R1, InsP3R, InsP3R1, P400",10116,RGD:2933
JAG1,29146,jagged canonical Notch ligand 1,Jag1,,10116,RGD:2937
JAG2,29147,jagged canonical Notch ligand 2,Jag2,,10116,RGD:2938
JARID2,681740,jumonji and AT-rich interaction domain containing 2,Jarid2,,10116,RGD:1591663
JUN,24516,"Jun proto-oncogene, AP-1 transcription factor subunit",Jun,,10116,RGD:2943
KALRN,84009,"kalirin, RhoGEF kinase",Kalrn,"Duo, Hapip, Kalirin",10116,RGD:621865
KANK1,309429,KN motif and ankyrin repeat domains 1,Kank1,Ankrd15,10116,RGD:1307714
KAT2B,301164,lysine acetyltransferase 2B,Kat2b,"AABR07066180.1, Pcaf",10116,RGD:1305902
KAT6B,688634,lysine acetyltransferase 6B,Kat6b,RGD1566399,10116,RGD:1566399
KAT8,310194,lysine acetyltransferase 8,Kat8,Myst1,10116,RGD:1311512
KCNH1,65198,potassium voltage-gated channel subfamily H member 1,Kcnh1,,10116,RGD:68398
KCNH2,117018,potassium voltage-gated channel subfamily H member 2,Kcnh2,ERG1,10116,RGD:621414
KCNH6,116745,potassium voltage-gated channel subfamily H member 6,Kcnh6,Erg2,10116,RGD:620304
KCNJ10,29718,"potassium inwardly-rectifying channel, subfamily J, member 10",Kcnj10,,10116,RGD:61822
KCNJ3,50599,"potassium inwardly-rectifying channel, subfamily J, member 3",Kcnj3,,10116,RGD:2958
KCNJ6,25743,"potassium inwardly-rectifying channel, subfamily J, member 6",Kcnj6,,10116,RGD:2959
KCNK2,170899,potassium two pore domain channel subfamily K member 2,Kcnk2,"Trek-1, rTREK1d",10116,RGD:621448
KCNK9,84429,potassium two pore domain channel subfamily K member 9,Kcnk9,"Task-3, Task3",10116,RGD:621451
KCNN3,54263,potassium calcium-activated channel subfamily N member 3,Kcnn3,"KCa2.3, SK3",10116,RGD:2964
KCNQ2,170848,potassium voltage-gated channel subfamily Q member 2,Kcnq2,,10116,RGD:621504
KCNQ3,29682,potassium voltage-gated channel subfamily Q member 3,Kcnq3,,10116,RGD:69222
KCNS1,117023,"potassium voltage-gated channel, modifier subfamily S, member 1",Kcns1,Kv9.1,10116,RGD:621524
KCNS3,83588,"potassium voltage-gated channel, modifier subfamily S, member 3",Kcns3,,10116,RGD:621527
KCTD12,364458,potassium channel tetramerization domain containing 12,Kctd12,,10116,RGD:1309421
KDM4C,298144,lysine demethylase 4C,Kdm4c,Jmjd2c,10116,RGD:1307528
KDR,25589,kinase insert domain receptor,Kdr,Vegfr-2,10116,RGD:2965
KIAA0040,100302372,KIAA0040 ortholog,Kiaa0040,,10116,RGD:2311260
KIF17,500571,kinesin family member 17,Kif17,RGD1562511,10116,RGD:1562511
KIF2A,84391,kinesin family member 2A,Kif2a,Kif2,10116,RGD:70974
KLF11,313994,KLF transcription factor 11,Klf11,Tcfcp2l2,10116,RGD:1306646
KLF5,84410,KLF transcription factor 5,Klf5,"Bteb2, IKLF, bteb2",10116,RGD:621446
KLK8,292866,kallikrein 1-related peptidase C8,Klk1c8,"KLK8, Klk1b21, rGK-8, rk8",10116,RGD:1305359
KMO,59113,kynurenine 3-monooxygenase,Kmo,,10116,RGD:620610
KMT2A,315606,lysine methyltransferase 2A,Kmt2a,"Mll, Mll1",10116,RGD:1586165
KPNA3,361055,karyopherin subunit alpha 3,Kpna3,importin,10116,RGD:1311339
KREMEN1,114107,kringle containing transmembrane protein 1,Kremen1,Kremen,10116,RGD:620789
CCBL1,311844,kynurenine aminotransferase 1,Kyat1,"Ccbl1, Gtk, Kat1, KatI",10116,RGD:1306912
CCBL2,541589,kynurenine aminotransferase 3,Kyat3,"Ccbl2, Kat3",10116,RGD:1359262
KYNU,116682,kynureninase,Kynu,,10116,RGD:71061
SNORD85,120103260,small nucleolar RNA SNORD103/SNORD85,LOC120103260,Snord85,10116,RGD:41203623
LRRTM1,679668,leucine rich repeat transmembrane neuronal 1,LRRTM1,,10116,RGD:1585921
LARS2,363172,"leucyl-tRNA synthetase 2, mitochondrial",Lars2,,10116,RGD:1308429
LASP1,29278,LIM and SH3 protein 1,Lasp1,,10116,RGD:68408
LBX1,499362,ladybird homeobox 1,Lbx1,RGD1564197,10116,RGD:1564197
LCN2,170496,lipocalin 2,Lcn2,Sip24,10116,RGD:69408
CDK1,24533,lactate dehydrogenase A,Ldha,"CDK1, Ldh1",10116,RGD:2996
LDHA,24533,lactate dehydrogenase A,Ldha,"CDK1, Ldh1",10116,RGD:2996
LDLR,300438,low density lipoprotein receptor,Ldlr,LDLRA,10116,RGD:2998
LEP,25608,leptin,Lep,"OB, obese",10116,RGD:3000
LGI1,252892,"leucine-rich, glioma inactivated 1",Lgi1,,10116,RGD:628742
LHPP,361663,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,Lhpp,,10116,RGD:1359187
LHX5,124451,LIM homeobox 5,Lhx5,,10116,RGD:71079
LHX6,311901,LIM homeobox 6,Lhx6,,10116,RGD:1306174
LIF,60584,"LIF, interleukin 6 family cytokine",Lif,,10116,RGD:620865
LIFR,81680,LIF receptor subunit alpha,Lifr,,10116,RGD:621431
LILRB1,100912456,leukocyte immunoglobulin like receptor B1,Lilrb1,,10116,RGD:6487069
LMAN2L,301343,"lectin, mannose-binding 2-like",Lman2l,,10116,RGD:1311393
LMOD2,296935,leiomodin 2,Lmod2,,10116,RGD:1592092
LMX1A,289201,LIM homeobox transcription factor 1 alpha,Lmx1a,,10116,RGD:1304784
LMX1B,114501,LIM homeobox transcription factor 1 beta,Lmx1b,,10116,RGD:620843
LPAR1,116744,lysophosphatidic acid receptor 1,Lpar1,Edg2,10116,RGD:620563
LPL,24539,lipoprotein lipase,Lpl,,10116,RGD:3017
LRP1,299858,LDL receptor related protein 1,Lrp1,LRP-1,10116,RGD:1307535
LRP2,29216,LDL receptor related protein 2,Lrp2,,10116,RGD:68407
LRP8,362558,LDL receptor related protein 8,Lrp8,,10116,RGD:1305729
LRRK2,300160,leucine-rich repeat kinase 2,Lrrk2,,10116,RGD:1561168
LSAMP,29561,limbic system-associated membrane protein,Lsamp,,10116,RGD:71102
LTA,25008,lymphotoxin alpha,Lta,Tnfb,10116,RGD:3020
LTA4H,299732,leukotriene A4 hydrolase,Lta4h,,10116,RGD:1311333
LYRM4,102550385,LYR motif containing 4,Lyrm4,,10116,RGD:7672286
M6PR,312689,"mannose-6-phosphate receptor, cation dependent",M6pr,,10116,RGD:1359355
MAD1L1,680006,mitotic arrest deficient 1 like 1,Mad1l1,,10116,RGD:1596881
MAG,29409,myelin-associated glycoprotein,Mag,1B236,10116,RGD:3035
SNCA,317274,MAGE family member B16,Mageb16,Snca,10116,RGD:1562365
MAGEL2,679875,MAGE family member L2,Magel2,,10116,RGD:1583615
MAGI2,113970,"membrane associated guanylate kinase, WW and PDZ domain containing 2",Magi2,"AIP-1, Acvrinp1, Acvrip1, S-SCAM",10116,RGD:621855
MAOA,29253,monoamine oxidase A,Maoa,Mao,10116,RGD:61898
MAOB,25750,monoamine oxidase B,Maob,,10116,RGD:3041
MAP2,25595,microtubule-associated protein 2,Map2,"MAP2R, Mtap2",10116,RGD:3044
MAP2K1,170851,mitogen activated protein kinase kinase 1,Map2k1,Mek1,10116,RGD:70495
MAP2K5,29568,mitogen activated protein kinase kinase 5,Map2k5,Mek5,10116,RGD:61890
MAP2K7,363855,mitogen activated protein kinase kinase 7,Map2k7,"JNKK, Jnkk2, Mapkk7, Mek7, Mkk7",10116,RGD:1560043
MAP6,29457,microtubule-associated protein 6,Map6,Mtap6,10116,RGD:61804
MAPK14,81649,mitogen activated protein kinase 14,Mapk14,"CRK1, CSBP, CSPB1, Csbp1, Csbp2",10116,RGD:70496
MAPK1,50689,mitogen activated protein kinase 3,Mapk3,"ERK1, ERT2, Erk-1, Esrk1, MAPK1",10116,RGD:3046
MAPK3,50689,mitogen activated protein kinase 3,Mapk3,"ERK1, ERT2, Erk-1, Esrk1, MAPK1",10116,RGD:3046
MAPK8,116554,mitogen-activated protein kinase 8,Mapk8,JNK,10116,RGD:621506
MAPT,29477,microtubule-associated protein tau,Mapt,"MAPT_0N4R, Mtapt, RNPTAU, Tau, pTau",10116,RGD:69329
MARK2,60328,microtubule affinity regulating kinase 2,Mark2,,10116,RGD:708483
MBD2,680172,methyl-CpG binding domain protein 2,Mbd2,,10116,RGD:1595452
MBD5,311026,methyl-CpG binding domain protein 5,Mbd5,,10116,RGD:1562961
MBL2,64668,mannose binding lectin 2,Mbl2,"Ab2-001, Ab2-011",10116,RGD:67380
MBNL1,282635,muscleblind-like splicing regulator 1,Mbnl1,Mbnl,10116,RGD:628668
MBP,24547,myelin basic protein,Mbp,Mbps,10116,RGD:3054
MC1R,102552838,melanocortin 1 receptor,Mc1r,,10116,RGD:1312046
MC2R,282839,melanocortin 2 receptor,Mc2r,,10116,RGD:628649
MC4R,25635,melanocortin 4 receptor,Mc4r,,10116,RGD:3057
MC5R,25726,melanocortin 5 receptor,Mc5r,,10116,RGD:3058
MCAT,315173,malonyl-CoA-acyl carrier protein transacylase,Mcat,RGD1306698,10116,RGD:1306698
MCHR1,83567,melanin-concentrating hormone receptor 1,Mchr1,"Gpr24, Mch-1r, Slc1",10116,RGD:619841
MCM5,291885,minichromosome maintenance complex component 5,Mcm5,,10116,RGD:1306616
MCTP2,308742,multiple C2 and transmembrane domain containing 2,Mctp2,RGD1562967,10116,RGD:1562967
MDGA1,309659,MAM domain containing glycosylphosphatidylinositol anchor 1,Mdga1,,10116,RGD:1307031
MDH1,24551,malate dehydrogenase 1,Mdh1,"KAR, MDL1, Mdhl, Mor2",10116,RGD:3072
MDK,81517,midkine,Mdk,,10116,RGD:69073
MDM4,304798,MDM4 regulator of p53,Mdm4,,10116,RGD:1309306
ME2,307270,malic enzyme 2,Me2,,10116,RGD:1310321
MED12,679693,mediator complex subunit 12,Med12,,10116,RGD:1585896
MED15,360743,mediator complex subunit 15,Med15,Pcqap,10116,RGD:1307560
MEF2A,309957,myocyte enhancer factor 2a,Mef2a,,10116,RGD:1359360
MEGF10,291445,multiple EGF-like domains 10,Megf10,,10116,RGD:735084
MFGE8,25277,milk fat globule EGF and factor V/VIII domain containing,Mfge8,"AGS, MFGME8, MFGMP-E8, OAcGD3S",10116,RGD:3083
MICB,365212,MHC class I polypeptide-related sequence B,Micb,Mill2,10116,RGD:1564508
MIF,81683,macrophage migration inhibitory factor,Mif,,10116,RGD:621163
MIR107,100314022,microRNA 107,Mir107,rno-mir-107,10116,RGD:2325578
MIR130B,100314028,microRNA 130b,Mir130b,rno-mir-130b,10116,RGD:2325573
MIR137,100314031,microRNA 137,Mir137,rno-mir-137,10116,RGD:2325570
MIR143,100314035,microRNA 143,Mir143,rno-mir-143,10116,RGD:2325566
MIR146A,100314241,microRNA 146a,Mir146a,rno-mir-146a,10116,RGD:2325382
MIR17,100313998,microRNA 17,Mir17,"Mir17-1, rno-mir-17-1",10116,RGD:2325600
MIR185,100314243,microRNA 185,Mir185,rno-mir-185,10116,RGD:2325380
MIR203A,100314161,microRNA 203,Mir203,"Mir203a, rno-mir-203, rno-mir-203a",10116,RGD:2325452
MIR206,100314052,microRNA 206,Mir206,rno-mir-206,10116,RGD:2325550
MIR212,100314247,microRNA 212,Mir212,rno-mir-212,10116,RGD:2325376
MIR30E,100314153,microRNA 30e,Mir30e,rno-mir-30e,10116,RGD:2325460
MIR326,100313971,microRNA 326,Mir326,rno-mir-326,10116,RGD:2325623
MIR328,100314218,microRNA 328,Mir328,"Mir328a, rno-mir-328, rno-mir-328a",10116,RGD:2325404
MIR346,100314221,microRNA 346,Mir346,rno-mir-346,10116,RGD:2325402
MIR382,100314085,microRNA 382,Mir382,rno-mir-382,10116,RGD:2325520
MIR497,100314259,microRNA 497,Mir497,rno-mir-497,10116,RGD:2325364
MLLT3,114510,"MLLT3, super elongation complex subunit",Mllt3,"Af-9, Af9",10116,RGD:620940
MMAB,687861,metabolism of cobalamin associated B,Mmab,,10116,RGD:1596242
MMP10,117061,matrix metallopeptidase 10,Mmp10,SL-2,10116,RGD:620192
MMP2,81686,matrix metallopeptidase 2,Mmp2,,10116,RGD:621316
MMP3,171045,matrix metallopeptidase 3,Mmp3,,10116,RGD:621317
MMP8,63849,matrix metallopeptidase 8,Mmp8,,10116,RGD:631408
MMP9,81687,matrix metallopeptidase 9,Mmp9,,10116,RGD:621320
MOBP,25037,myelin-associated oligodendrocyte basic protein,Mobp,"Mobp81, Mobp81p",10116,RGD:3101
MOG,24558,myelin oligodendrocyte glycoprotein,Mog,,10116,RGD:3102
MORC1,360712,MORC family CW-type zinc finger 1,Morc1,"Morc, RGD1565610",10116,RGD:1565610
MPC2,100359982,mitochondrial pyruvate carrier 2,Mpc2,"Brp44, RGD1563422, SLC54A2",10116,RGD:1563422
MPDZ,29365,multiple PDZ domain crumbs cell polarity complex component,Mpdz,,10116,RGD:3105
MPO,303413,myeloperoxidase,Mpo,,10116,RGD:1592081
DLG2,85275,MAGUK p55 scaffold protein 2,Mpp2,Dlg2,10116,RGD:620014
DLG3,114202,MAGUK p55 scaffold protein 3,Mpp3,"CSG18, Dlg3, Dusp3",10116,RGD:620015
MPPE1,361344,metallophosphoesterase 1,Mppe1,,10116,RGD:1309184
MPZL1,360871,myelin protein zero-like 1,Mpzl1,,10116,RGD:1359140
MSRA,29447,methionine sulfoxide reductase A,Msra,,10116,RGD:70979
MSRB1,685059,methionine sulfoxide reductase B1,Msrb1,"Sepx1, selX",10116,RGD:1583243
MSS51,289904,MSS51 mitochondrial translational activator,Mss51,Zmynd17,10116,RGD:1309408
MT2A,689415,metallothionein 2A,Mt2A,Mt2,10116,RGD:1592345
GIF,117038,metallothionein 3,Mt3,"GIF, Mt-3",10116,RGD:621252
MTHFD1,64300,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1",Mthfd1,,10116,RGD:708531
MTHFR,362657,methylenetetrahydrofolate reductase,Mthfr,,10116,RGD:1309952
MTNR1A,114211,melatonin receptor 1A,Mtnr1a,,10116,RGD:620797
MTNR1B,192646,melatonin receptor 1B,Mtnr1b,"Mel1b-r, Mt2",10116,RGD:620798
MTOR,56718,mechanistic target of rapamycin kinase,Mtor,"Frap1, RAFT1",10116,RGD:68371
MTR,81522,5-methyltetrahydrofolate-homocysteine methyltransferase,Mtr,methioninesynthase,10116,RGD:621283
MYD88,301059,"MYD88, innate immune signal transduction adaptor",Myd88,,10116,RGD:735043
MYH9,25745,"myosin, heavy chain 9",Myh9,"Myh9l1, NMIIA",10116,RGD:3140
MLC1,56781,"myosin, light chain 1",Myl1,"MLC-f, MLC3-f, MLCf, Mcl3, Mlc1",10116,RGD:1598796
MYO16,192253,myosin XVI,Myo16,Myr8,10116,RGD:621561
MYO5B,25132,myosin Vb,Myo5b,Myr6,10116,RGD:621347
MYO9B,25486,myosin IXb,Myo9b,,10116,RGD:3146
MYT1L,116668,myelin transcription factor 1-like,Myt1l,"Nzf-1, Nzf1, Nztf1",10116,RGD:620550
ND1,26193,NADH dehydrogenase subunit 1,ND1,,10116,RGD:620555
NALCN,266760,"sodium leak channel, non-selective",Nalcn,Vgcnl1,10116,RGD:628710
NAP1L4,361684,nucleosome assembly protein 1-like 4,Nap1l4,,10116,RGD:1305391
NAPG,307382,NSF attachment protein gamma,Napg,,10116,RGD:1310109
NAT1,116631,N-acetyltransferase 1,Nat1,Nat,10116,RGD:70490
NAV1,685707,neuron navigator 1,Nav1,,10116,RGD:1590261
NAV2,171563,neuron navigator 2,Nav2,Rainb1,10116,RGD:619778
NCAM1,24586,neural cell adhesion molecule 1,Ncam1,"Cd56, N-CAM, N-CAM-1, NCAM-1, NCAM-C",10116,RGD:67378
NCAN,58982,neurocan,Ncan,Cspg3,10116,RGD:619941
