Gene names	Transcript names
Tuft1	NM_001108948
Pogz	NM_001107693
Psmb4	NM_031629
Selenbp1	NM_080892_1
Rfx5	NM_001107694
Pi4kb	NM_031083
Psmd4	NM_031331
Pip5k1a	NM_001042621
Vps72	NM_001107695
Tmod4	NM_001270652
Tmod4	NM_001270651
Tmod4	NM_001106449
Tmod4	NM_001270653
Tmod4	NM_001270650
Scnm1	NM_001107696
Lysmd1	NM_001024302
Tnfaip8l2	NM_001014039
Sema6c	NM_017308
Mllt11	NM_001013912
Cdc42se1	NM_001039044
RGD1359334	NM_001007638
Bnipl	NM_001128187
Prune	NM_001007697
Fam63a	NM_001025118
Cers2	NM_001033700
Setdb1	NM_001271175
Arnt	NM_012780
Ctsk	NM_031560
Ctss	NM_017320
Hormad1	NM_001108949
Golph3l	NM_001007698
Ensa	NM_021842
Ensa	NM_001033974
Mcl1	NM_021846
Adamtsl4	NM_001034012
Ecm1	NM_053882
Tars2	NM_001014040
Prpf3	NM_001108559
Mrps21	NM_001126094
Mrps21	NM_001287116
Ciart	NM_001134593
Aph1a	NM_001014255
Car14	NM_001109655
Anp32e	NM_001013200
Plekho1	NM_001025119
Vps45	NM_172072
Otud7b	NM_001107697
Mtmr11	NM_001191096
Sf3b4	NM_001011951
Sv2a	NM_057210
Bola1	NM_001071776
Hist2h2ab	NM_001111341
Hist2h4	NM_001123469
Hist2h3c2	NM_001107698
Fcgr1a	NM_001100836
Hfe2	NM_001012080
Txnip	NM_001008767
Polr3gl	NM_001109571
Ankrd34a	NM_001024980
Lix1l	NM_001024303
Rbm8a	NM_001271138
Pex11b	NM_001025684
Itga10	NM_001107699
Pias3	NM_031784
Nudt17	NM_001109340
Polr3c	NM_001012081
Rnf115	NM_001108560
Pdzk1	NM_031712
Gpr89b	NM_001139486
Gja8	NM_153465
Gja5	NM_019280
Tuba1c	NM_001011995
Acp6	NM_001031645
Rpl38	NM_001077592
Olr390	NM_001000558
Fmo5	NM_144739
Prkab2	NM_022627
Pde4dip	NM_022382
Sec22b	NM_001025686
Notch2	NM_024358
Adam30	NM_001109600
Reg4	NM_001004096
Hmgcs2	NM_173094
Phgdh	NM_031620
Zfp697	NM_001271334
Zfp697	NM_001271334_1
Hsd3b5	NM_012584
Hsd3b6	NM_017265
Hsd3b1	NM_001007719
Hsd3b	NM_001042619
Hao2	NM_032082
Wars2	NM_001168641
Tbx15	NM_001106451
Hsd3b6	NM_017265_1
Wdr3	NM_001107705
Gdap2	NM_001013201
Fam46c	NM_001014041
Man1a2	NM_001106452
Vtcn1	NM_001024244
Trim45	NM_001106453
Ttf2	NM_001106454
Cd101	NM_001271217
Ptgfrn	NM_019243
Cd2	NM_012830
Igsf3	NM_001106455
Atp1a1	NM_012504
Mab21l3	NM_001106456
Slc22a15	NM_001107707
Nhlh2	NM_001106457
Casq2	NM_017131
Vangl1	NM_001109584
Ngf	NM_001277055
Tspan2	NM_022589
Tshb	NM_013116
Sycp1	NM_012810
Sike1	NM_001012182
Csde1	NM_054006
Nras	NM_080766
Ampd1	NM_138876
Dennd2c	NM_001191569
Bcas2	NM_001106458
Syt6	NM_022191
Olfml3	NM_001107708
Hipk1	NM_001100986
Dclre1b	NM_001025687
Ap4b1	NM_001107709
Bcl2l15	NM_001106459
Ptpn22	NM_001106460
Rsbn1	NM_001191710
Phtf1	NM_001191102
Magi3	NM_139084
Lrig2	NM_001107710
Slc16a1	NM_012716
Ppm1j	NM_001005540
Rhoc	NM_001106461
Mov10	NM_001107711
Capza1	NM_001109625
St7l	NM_001007639
Wnt2b	NM_001191848
Cttnbp2nl	NM_001107712
Kcnd3	NM_031739
Kcnd3	NM_001270963
Kcnd3	NM_001270962
Ddx20	NM_001191711
Fam212b	NM_001107713
Rap1a	NM_001005765
LOC100363178	NM_001302749
	NR_126494_1
Adora3	NM_001302755
Adora3	NM_012896
LOC100911796	NM_001302751_1
LOC100911796	NM_001302750_1
Atp5f1	NM_134365
Wdr77	NM_001008771_1
LOC100363178	NM_001302749_1
	NR_126494
Adora3	NM_001302755_1
LOC100911796	NM_001302750
LOC100911796	NM_001302751
Adora3	NM_012896_1
Atp5f1	NM_134365_1
Wdr77	NM_001008771
Chia	NM_207586
Chi3l3	NM_001191712
RGD1309110	NM_001134512
	NR_131104
Dennd2d	NM_001107714
Cept1	NM_001007699
Dram2	NM_001025018
Lrif1	NM_001127485
Cd53	NM_012523
Olr392	NM_001000914
Kcna3	NM_019270
Kcna2	NM_012970
Kcna10	NM_001191713
Cym	NM_020091
Prok1	NM_138851
Lamtor5	NM_001106462
Slc16a4	NM_001013913
Kcnc4	NM_001122776
Slc6a17	NM_001033079
Alx3	NM_001007012
Ahcyl1	NM_001108561
Csf1	NM_023981
Eps8l3	NM_001106463
Gstm5	NM_172038
Gstm6l	NM_001106464
Gstm7	NM_031154
Gstm6	NM_001109192
Gstm3	NM_020540
Gstm2	NM_177426
Gstm1	NM_017014
Gstm4	NM_001024304
Ampd2	NM_001101681
Gnat2	NM_001108950
Gnai3	NM_013106
Gpr61	NM_001107715
Amigo1	NM_206881
Cyb561d1	NM_001277236
Sypl2	NM_001108563
Psma5	NM_017282
Sort1	NM_031767
Mybphl	NM_001014042
Psrc1	NM_001044302
Celsr2	NM_001191110
Sars	NM_001007606
RGD1309139	NM_001134578
Tmem167b	NM_001135260
Taf13	NM_001303616
	NR_130639
Wdr47	NM_001100702
Clcc1	NM_133414
Gpsm2	NM_001191962
	NR_073134
Aknad1	NM_001044303
Stxbp3	NM_053637
Fndc7	NM_001107717
	NR_106680
Prpf38b	NM_001024305
Henmt1	NM_001037655
Fam102b	NM_001163568
Slc25a54	NM_001109640
Slc25a24	NM_001127544
Vav3	NM_001191714
Ntng1	NM_001106465
Prmt6	NM_001106466
Prmt6	NM_001106466_1
	NR_045198
Amy2a3	NM_031502
Amy1a	NM_001010970
Rnpc3	NM_001100810
Col11a1	NM_013117
Olfm3	NM_145777
S1pr1	NM_017301
Dph5	NM_001017449
Slc30a7	NM_001191715
Extl2	NM_001100704
Vcam1	NM_012889
Gpr88	NM_031696
Cdc14a	NM_001134856
Cdc14a	NM_001107718
Rtcd1	NM_001004227
Dbt	NM_053312
Lrrc39	NM_001109637
Trmt13	NM_001033902
Sass6	NM_001107719
Hiat1	NM_001106467
Slc35a3	NM_001012082
Agl	NM_001108564
Lppr5	NM_001107720
Lppr4	NM_001001508
Palmd	NM_001025688
Snx7	NM_001012083
	NR_031883
Dpyd	NM_031027
Ptbp2	NM_001005555
Rwdd3	NM_001128152
Tmem56	NM_001135879
Alg14	NM_001014176
Cnn3	NM_019359
Slc44a3	NM_001013914
F3	NM_013057
Abcd3	NM_012804
Arhgap29	NM_001009405
Abca4	NM_001107721
Gclm	NM_017305
	NR_032295
Bcar3	NM_001107722
Fnbp1l	NM_001039609
Pde5a	NM_133584
Fabp2	NM_013068
LOC691807	NM_001271116
Usp53	NM_001106468
Myoz2	NM_001106469
Synpo2	NM_001191963
Sec24d	NM_001309453
Mettl14	NM_001106470
Prss12	NM_053504
Ndst3	NM_001191716
Tram1l1	NM_001107724
Ndst4	NM_001191849
Ugt8	NM_019276
Arsj	NM_001047887
Casp6	NM_031775
Casp6	NM_001271984_1
Sec24b	NM_001106474
Camk2d	NM_012519
Larp7	NM_001044290
Tifa	NM_001014044
Ap1ar	NM_001191850
LOC691931	NM_001109651
Pitx2	NM_019334
Pitx2	NM_001042505
Enpep	NM_022251
	NR_033150
Elovl6	NM_134383
	NR_033150_1
Elovl6	NM_134383_1
Egf	NM_012842
Rrh	NM_001107726
Gar1	NM_001024306
Cfi	NM_024157
Pla2g12a	NM_001108565
Casp6	NM_001271984
Casp6	NM_031775_1
Ostc	NM_001108566
Rpl34	NM_001108567
Lef1	NM_130429
Hadh	NM_057186
Cyp2u1	NM_001024779
Sgms2	NM_001014043
Papss1	NM_001106471
Dkk2	NM_001106472
Gimd1	NM_001113782
Aimp1	NM_053757
Tbck	NM_001134513
Gstcd	NM_001107725
Ints12	NM_001007640
Ppa2	NM_001135871
Cxxc4	NM_053342
Tacr3	NM_017053
Bdh2	NM_001106473
Slc9b2	NM_001109385
Slc9b1	NM_001173973
Cisd2	NM_001191608
Ube2d3	NM_031237
Manba	NM_001031655
Nfkb1	NM_001276711
Slc39a8	NM_001011952
Bank1	NM_001047918
Ppp3ca	NM_017041
Emcn	NM_001004228
LOC499715	NM_001047950
Ddit4l2	NM_080399
H2afz	NM_022674
Dnajb14	NM_001109193
Lamtor3	NM_001008375
Dapp1	NM_001108568
Mttp	NM_001107727
Trmt10a	NM_001044232
RGD1309170	NM_001134579
Adh7	NM_134329
Adh1	NM_019286
Adh6a	NM_001106475
Adh6	NM_001012084
Adh4	NM_017270
Adh5	NM_001126120
Metap1	NM_001106476
	NR_128672
Eif4e	NM_053974
Tspan5	NM_001004090
Rap1gds1	NM_001107728
Stpg2	NM_001100993
Pdha2	NM_053994
Unc5c	NM_199407
Bmpr1b	NM_001024259
Pdlim5	NM_053326
Gbp5	NM_001108569
Gbp4	NM_001305261
Gbp2	NM_133624
Ccbl2	NM_001015037
Gtf2b	NM_031041
Pkn2	NM_001105755
Lmo4	NM_001009708
Hs2st1	NM_001100518
Sep15	NM_133297
Sh3glb1	NM_001011929
Clca2	NM_001013202
Clca4l	NM_001077356
Clca4	NM_201419
Clca1	NM_001107449
Clca5	NM_001107450
Odf2l	NM_001134708
Znhit6	NM_001106203
Cyr61	NM_031327
Ddah1	NM_022297
Bcl10	NM_031328
RGD1560065	NM_001134616
Syde2	NM_001305229
Wdr63	NM_001134736
Mcoln3	NM_001012059
Mcoln2	NM_001039005
Lpar3	NM_023969
Ssx2ip	NM_175597
Ctbs	NM_031023
Spata1	NM_001014177
Gng5	NM_024377
Rpf1	NM_001100794
Dnase2b	NM_021664
Uox	NM_053768
LOC56764	NM_020089
Prkacb	NM_001077645
Adgrl4	NM_022294
Ifi44	NM_001107729
Ptgfr	NM_013115
Gipc2	NM_001037210
Dnajb4	NM_001013076
Fubp1	NM_001037653
Nexn	NM_139231
Nexn	NM_139230
Usp33	NM_001191094
Zzz3	NM_001134549
LOC365985	NM_001108951
Pigk	NM_001011953
St6galnac5	NM_001271361
Adgrl2	NM_001302211
Adgrl2	NM_001302210
Adgrl2	NM_001302212
Adgrl2	NM_001190475
Adgrl2	NM_001302208
Adgrl2	NM_001302209
Adgrl2	NM_134408
St6galnac3	NM_019123
Asb17	NM_001109676
Msh4	NM_001106477
Rabggtb	NM_138708
Acadm	NM_016986
Slc44a5	NM_001134594
Lhx8	NM_001012219
Cryz	NM_001012183
Tnni3k	NM_181769
Fpgt	NM_199494
Lrriq3	NM_001024307
Negr1	NM_021682
Zranb2	NM_031616
	NR_031904
Ptger3	NM_012704
Cth	NM_017074
Depdc1	NM_001305205
Ankrd13c	NM_001191570
Srsf11	NM_001035255
Lrrc40	NM_001034926
Lrrc7	NM_057142
Rpe65	NM_053562
Wls	NM_199408
Wls	NM_001085353
Olr1679	NM_001000892_1
RT1-CE10	NM_001008833
Tmlhe	NM_133387
Clic2	NM_001009651
LOC686288	NM_001101012
Olr1668	NM_001000267
Olr1670	NM_001000895
Olr1671	NM_001000266
Olr1673	NM_001000268
Olr1675	NM_001000894
Olr1678	NM_001000893
Olr1679	NM_001000892
Olr1680	NM_001000891
Olr1681	NM_001001006
Olr1682	NM_001000890
Olr1683	NM_001000269
Olr1684	NM_001000270
Olr1686	NM_001001373
Olr1687	NM_001000508
Olr1688	NM_001000275
Olr1689	NM_001000889_1
Olr1690	NM_001000274
Olr1691	NM_001000273
Olr1692	NM_001000888
Olr1693	NM_001000557
Olr1694	NM_001001110
Olr1695	NM_001000272
Olr1696	NM_206850
Olr1686	NM_001001373_1
Olr1688	NM_001000275_1
Olr1689	NM_001000889
Olr1704	NM_001000271
Olr1705	NM_001000887_1
Olr1697	NM_001001111
Olr1699	NM_001001112
Olr1700	NM_001001113
Olr1701	NM_001001114
Olr1702	NM_001001374
Olr1704	NM_001000271_1
Olr1705	NM_001000887
Olr1707	NM_001001115
Olr1708	NM_001000276
Olr1709	NM_001000509
Olr1710	NM_001000886
Olr1714	NM_214456
Olr1868	NM_213731
RT1-M2	NM_001001717
Olr1720	NM_001001116
Olr1718	NM_214460
Olr1722	NM_001001117
Olr1726	NM_001000896
Olr1724	NM_001000277
Olr1869	NM_213732
Olr1730	NM_001000279
Olr1733	NM_001000510
Olr1734	NM_001001119
Olr1735	NM_001001397
Olr1736	NM_001001421
Olr1737	NM_001001422
Olr1738	NM_001006599
Olr1739	NM_001001423
RT1-M3-1	NM_022921
Olr1742	NM_001001424
Olr1743	NM_001001425
Olr1744	NM_001001426
Ubd	NM_053299
Olr1746	NM_001001427
Olr1748	NM_001001428
Olr1749	NM_001001429
Olr1750	NM_212493
Gabbr1	NM_031028
Mog	NM_022668
Zfp57	NM_213565
RT1-M5	NM_001048045
RT1-M5	NM_001168353
RT1-M4	NM_001168343
RT1-M6-1	NM_001008852
RT1-Cl	NM_206848
RT1-M6-2	NM_001008853
Znrd1as1	NM_001166303
Znrd1	NM_001166300
Znrd1	NM_213567
Ppp1r11	NM_212542
Rnf39	NM_134374
Trim31	NM_001106376
Trim40	NM_001009175
Trim10	NM_001009176
Trim15	NM_001291382
Trim26	NM_001011665
RT1-M1-5	NM_001168332
RT1-M1-4	NM_001008850
RT1-M1-2	NM_001008849
RT1-M10-1	NM_001008851
Trim39	NM_213562
Rpp21	NM_001002831
RT1-CE15	NM_001008838
Btnl5	NM_001166351
Btnl7	NM_212488
Btnl7	NM_212488_1
Btnl8	NM_212489
Btnl7	NM_212488_2
RT1-T18	NM_001002821
RT1-N1	NM_012646
RT1-N2	NM_001008854
RT1-S2	NM_001008857
RT1-O1	NM_001008856
RT1-N3	NM_001008855
RT1-S3	NM_001008886
RT1-T24-4	NM_001008826
	NR_002597
RT1-T24-3	NM_001166403
	NR_002151
RT1-T24-1	NM_001008858
Gnl1	NM_212500
Prr3	NM_212544
Abcf1	NM_001109883
	NR_032258
Ppp1r10	NM_022951
Mrps18b	NM_212534
Atat1	NM_212498
RGD1302996	NM_213610
Dhx16	NM_212496
Ppp1r18	NM_001126287
	NR_106700
Nrm	NM_212508
Mdc1	NM_001166275
Tubb5	NM_173102
Flot1	NM_022701
Ier3	NM_212505
	NR_029398
Ddr1	NM_001166022
Ddr1	NM_013137
Gtf2h4	NM_212501
Vars2	NM_213563
Sfta2	NM_001166020
Dpcr1	NM_001003965
	NR_002316
RGD1562885	NM_001166267
Psors1c2	NM_001166016
Cchcr1	NM_001002822
Tcf19	NM_213561
Pou5f1	NM_001009178
RT1-A3	NM_001008830
RT1-CE16	NM_001008839
Ring1	NM_212549
	NR_031932
Hsd17b8	NM_212529
Slc39a7	NM_001008885
Slc39a7	NM_001164744
Rxrb	NM_206849
Col11a2	NM_212528
RT1-Ha	NM_001008848
RT1-DOa	NM_183051
Brd2	NM_212495
RT1-DMa	NM_198741
RT1-DMb	NM_198740
Psmb9	NM_012708
Tap1	NM_032055
Psmb8	NM_080767
Tap2	NM_032056_1
RT1-DOb	NM_001008846
RT1-Bb	NM_001004084
LOC688090	NM_001101017
RT1-Ba	NM_001008831
RT1-Db1	NM_001008884
RT1-Db2	NM_001164826
RT1-Da	NM_001008847
Btnl2	NM_053815
Btnl3	NM_001002803
Tesb	NM_001113183
Btn3a2	NM_001166344
RGD1624210	NM_001166354
C4b	NM_001002805
C4a	NM_031504
Stk19	NM_001013197
Notch4	NM_001002827
Gpsm3	NM_001003974
Pbx2	NM_001002828
Ager	NM_053336
Rnf5	NM_001109025
Agpat1	NM_212458
Egfl8	NM_001004070
Egfl8	NM_001165880
Ppt2	NM_019367
Prrt1	NM_001032285
Fkbpl	NM_001002818
Atf6b	NM_001002809
	NR_024118
Cyp21a1	NM_057101
Dxo	NM_212497
Skiv2l	NM_213559
Nelfe	NM_001165901
Nelfe	NM_212548
Cfb	NM_212466
C2	NM_172222
Zbtb12	NM_001134991
Ehmt2	NM_212463
Slc44a4	NM_212541
Neu1	NM_031522
RT1-CE1	NM_001008832
RT1-CE14	NM_001008837
RT1-CE12	NM_001008835
RT1-CE14	NM_001033985
	NR_002155
RT1-CE11	NM_001008834
RT1-CE7	NM_001008845
RT1-CE2	NM_001008840
Ddx39b	NM_133300
Atp6v1g2	NM_212490
Nfkbil1	NM_212509
Lta	NM_080769
Tnf	NM_012675
Ltb	NM_212507
	NR_110713
Hspa1b	NM_212504
RT1-CE5	NM_001008843
RT1-CE5	NM_001033986
RT1-CE4	NM_001008842
RT1-CE3	NM_001008841
Hspa1a	NM_031971
Hspa1l	NM_212546
Lsm2	NM_001165922
Lsm2	NM_001004073
Vars	NM_053292
Vwa7	NM_212499
Sapcd1	NM_001004069
Msh5	NM_212536
Clic1	NM_001002807
Ddah2	NM_212532
Ddah2	NM_001165936
G6b	NM_001003976
Ly6g6c	NM_001001969
Ly6g6d	NM_001001970
Ly6g6e	NM_001001972
Ly6g6f	NM_001003691
Abhd16a	NM_212531
Ly6g5c	NM_198739
Ly6g5b	NM_001001934
Csnk2b	NM_031021
Csnk2b	NM_001035238
Gpank1	NM_001034157
G4	NM_001003975
Apom	NM_019373
Bag6	NM_053609
Bag6	NM_001033968
Prrc2a	NM_212462
	NR_002154
Aif1	NM_017196
Ncr3	NM_181822
Lst1	NM_022634
Ltb	NM_212507_1
Tnf	NM_012675_1
Tap2	NM_032056
RT1-DMb	NM_198740_1
RT1-DMa	NM_198741_1
Brd2	NM_212495_1
RT1-Ha	NM_001008848_1
RT1-A2	NM_001008829
RT1-A1	NM_001008827
Vps52	NM_033097
Rps18	NM_213557
B3galt4	NM_133553
Wdr46	NM_212491
Pfdn6	NM_001164718
Pfdn6	NM_212506
Rgl2	NM_212547
Tapbp	NM_033098
Zbtb22	NM_001009172
Daxx	NM_080891
	NR_002156
Kifc1	NM_001005878
Phf1	NM_212538
Cuta	NM_001164706
Cuta	NM_001164707
Cuta	NM_212494
Syngap1	NM_181092
Syngap1	NM_001113409
Zbtb9	NM_213564
Bak1	NM_053812
Ggnbp1	NM_001009972
Itpr3	NM_013138
Uqcc2	NM_001108528
Clpsl2	NM_001135002
Clps	NM_013139
Lhfpl5	NM_001013906
Srpk1	NM_001025726
Mapk14	NM_031020
Mapk13	NM_019231
Brpf3	NM_001107615
Pnpla1	NM_001191841
Stk38	NM_001015025
Srsf3	NM_001047907
Cdkn1a	NM_080782
Cpne5	NM_001107616
Ppil1	NM_001034188
Lemd2	NM_001039032
Mln	NM_001110056
Grm4	NM_022666
RGD735065	NM_199379
Pi16	NM_001170481
Mtch1	NM_001100833
Fgd2	NM_001107617
Hmga1	NM_139327
RGD1564450	NM_001106377
Nudt3	NM_001024243
Rps10	NM_031109
Pacsin1	NM_017294
Spdef	NM_001109530
LOC499407	NM_001047939
LOC294154	NM_001039607
Snrpc	NM_001271040
Taf11	NM_001008350
Anks1a	NM_001107613
Tcp11	NM_001007695
Scube3	NM_001271362
Zfp523	NM_001134755
Def6	NM_001191717
Ppard	NM_013141
Fance	NM_001191718
Rpl10a	NM_031065
Tead3	NM_001098216
Tulp1	NM_001107642
Fkbp5	NM_001012174
Armc12	NM_001113777
Pim1	NM_017034
Tbc1d22b	NM_001025059
Rnf8	NM_001025727
Cmtr1	NM_001014031
Ccdc167	NM_001109548
Mdga1	NM_001107618
Zfand3	NM_001012175
Btbd9	NM_001013073
Glo1	NM_207594
Glp1r	NM_012728
Abcg1	NM_053502
Tff3	NM_013042
Tff2	NM_053844
Tff1	NM_057129
Tmprss3	NM_001107619
Ubash3a	NM_001107620
Rsph1	NM_001012176
Slc37a1	NM_001011944
Pde9a	NM_138543
Wdr4	NM_001135667
Ndufv3	NM_022607
Ndufv3	NM_001101011
Pknox1	NM_001013074
Cbs	NM_012522
U2af1	NM_001044291
Cryaa	NM_012534
Cryaa	NM_001289737
Sik1	NM_021693
Hsf2bp	NM_001127683
Pdxk	NM_031769
Cstb	NM_012838
Rrp1	NM_001012073
Agpat3	NM_001106378
Trappc10	NM_001173528
Pwp2	NM_001168653
RGD1303003	NM_001004225
Dnmt3l	NM_001003964
Aire	NM_001106379
Pfkl	NM_013190
RGD1309594	NM_001008351
Trpm2	NM_001011559
Lrrc3	NM_145679
LOC689927	NM_001109555
LOC690386	NM_001109586
RGD1561557	NM_001108929
LOC690415	NM_001109590
LOC689927	NM_001109555_1
LOC690460	NM_001109593
LOC100361793	NM_001271304
LOC690478	NM_001109595
Ube2g2	NM_001106380
Sumo3	NM_001024295
Pttg1ip	NM_001013238
Itgb2	NM_001037780
Fam207a	NM_001008307
Adarb1	NM_001111055
Adarb1	NM_001111057
Adarb1	NM_001111056
Adarb1	NM_012894
Pofut2	NM_001107621
Col18a1	NM_053489
Slc19a1	NM_017299
Slc19a1	NM_001035232
Pcbp3	NM_001011945
Col6a2	NM_001100741
Ftcd	NM_053567
Spatc1l	NM_001024296_1
Lss	NM_031049
Mcm3ap	NM_001106382
Ybey	NM_001108529
RGD1564149	NM_001079708
Dip2a	NM_001191564
S100b	NM_013191
Prmt2	NM_001025144
Spatc1l	NM_001024296
	NR_032769
Slc5a4	NM_001106383
Zfp280b	NM_001106384
RGD1563815	NM_001127556
Vpreb3	NM_001108930
Chchd10	NM_001007008
Mmp11	NM_012980
Smarcb1	NM_001025728_1
Derl3	NM_001109577
Mif	NM_031051
Gstt2	NM_012796
Gstt4	NM_001109675
Gstt1	NM_053293
Gstt3	NM_001137643
Ddt	NM_024131
Cabin1	NM_053575
Susd2	NM_001106381
Ggt5	NM_019235
Ggt1	NM_053840
Lrrc75b	NM_001101016
Gucd1	NM_001134997
	NR_106668
Upb1	NM_053845
Adora2a	NM_053294
Specc1l	NM_001039455
Rab36	NM_001109589
Rtdr1	NM_001127557
Gnaz	NM_013189
Pcdh15	NM_001271377
Zwint	NM_147138
RGD1559903	NM_001109337
Ipmk	NM_134417
Cisd1	NM_001106385
Ube2d1	NM_001108530
Tfam	NM_031326
Bicc1	NM_001108531
Phyhipl	NM_001012076
Mrln	NM_001304741
Ank3	NM_031805
Ank3	NM_001033984
Cdk1	NM_019296
Rhobtb1	NM_001107622
RGD1306739	NM_001134576
Arid5b	NM_001107624
Tmem26	NM_001107623
Rtkn2	NM_001107625
Zfp365	NM_001025145
Ado	NM_001107626
Egr2	NM_053633
Nrbf2	NM_022186
Jmjd1c	NM_001191719
Reep3	NM_001106386
Lrrtm3	NM_001106387
Herc4	NM_001012074
Dnajc12	NM_001034032
Mypn	NM_001107628
Atoh7	NM_001170482
Pbld1	NM_138530
Hnrnph3	NM_001108532
Rufy2	NM_001168586_1
Hnrnph3	NM_001108532_1
Rufy2	NM_001168586
Slc25a16	NM_001100860
	NR_131086
Rwdd1	NM_147146
Fam26e	NM_001024977
Fam26f	NM_001024976
Dse	NM_001108933
Gcc2	NM_001107633
Lims1	NM_001145456
Ranbp2	NM_001191604
Edar	NM_001191899
Sept10	NM_001014033
Sowahc	NM_001109364
P4ha1	NM_172062
Oit3	NM_001001507
Mcu	NM_001106398
Micu1	NM_199412
Dnajb12	NM_001013907
Ddit4	NM_080906
Ascc1	NM_001007632
Spock2	NM_001108533
Chst3	NM_053408
Psap	NM_001190237
Psap	NM_001190238
Psap	NM_001190236
Psap	NM_013013
Cdh23	NM_053644
MGC112715	NM_001044300
Slc29a3	NM_181639
Unc5b	NM_022207
Pcbd1	NM_001007601
Sgpl1	NM_173116
Adamts14	NM_001107636
Prf1	NM_017330
Pald1	NM_001034128
Nodal	NM_001106394
Eif4ebp2	NM_001033069
Lrrc20	NM_001109171
Npffr1	NM_022291
Ppa1	NM_001100834
Sar1a	NM_001007739
Tysnd1	NM_001108932
Aifm2	NM_001139483
H2afy2	NM_001135807
Col13a1	NM_001109172
RGD1305587	NM_001127452
Neurog3	NM_021700
Tspan15	NM_001115032
Tacr2	NM_080768
Hk1	NM_012734
Supv3l1	NM_001012462
Vps26a	NM_001007740
Srgn	NM_020074
Kif1bp	NM_001031627
Ddx21	NM_001037201
Ddx50	NM_001013198
Stox1	NM_001191720
Ccar1	NM_001108535
Zufsp	NM_001008308
Kpna5	NM_001025113
Gprc6a	NM_001271106
Rfx6	NM_001106388
Vgll2	NM_001107630
Ros1	NM_012874
Gopc	NM_001107631
Nepn	NM_001107632
Nus1	NM_001164157
Slc35f1	NM_001109338
Cep85l	NM_001177829
Pln	NM_022707
Asf1a	NM_001106389
Man1a1	NM_001033656
Msl3l2	NM_001014032
Gja1	NM_012567
Hsf2	NM_031694
Serinc1	NM_182951
Hs3st5	NM_001106392
Pkib	NM_012627
Pkib	NM_001076553
Pkib	NM_001271158
Fabp7	NM_030832
Smpdl3a	NM_001005539
Tspyl1	NM_001013033
Tspyl4	NM_001012075
Nt5dc1	NM_001106393
Frk	NM_024368
Marcks	NM_001271090
Hdac2	NM_053447
Lama4	NM_001309447
Fam229b	NM_001134695
Tube1	NM_001108536
Wisp3	NM_001170483
Fyn	NM_012755
Traf3ip2	NM_001044248
Rev3l	NM_001083966
RGD1304770	NM_001134547
Naglt1	NM_176080
Slc16a10	NM_138831
Rpf2	NM_001106391
Gtf3c6	NM_001108537
Amd1	NM_031011
Cdk19	NM_001107634
Gpr6	NM_031806
Fig4	NM_001047096
Zbtb24	NM_001098667
Mical1	NM_001106397
Smpd2	NM_031360
Cd164	NM_031812
Foxo3	NM_001106395
Cep57l1	NM_001017448
Sesn1	NM_001106396
LOC499469	NM_001047940
Lace1	NM_001037656
Snx3	NM_001044283
Nr2e1	NM_001113197
Ostm1	NM_001029925
Sec63	NM_001107637
Scml4	NM_001107638
Sobp	NM_001104640
LOC688390	NM_001109496
Pdss2	NM_001014249
LOC683897	NM_001109448
Cd24	NM_012752
Wasf1	NM_001025114
Cdc40	NM_001108538
Mettl24	NM_001025038
Ddo	NM_001109465
Qrsl1	NM_001014034
Rtn4ip1	NM_001107644
Atg5	NM_001014250
Prdm1	NM_001107639
Prep	NM_031324
Popdc3	NM_001037369
Bves	NM_001077590
Hace1	NM_001108539
Grik2	NM_019309
Ascc3	NM_001277057
Sim1	NM_001107641
Cd99	NM_001100804
RT1-CE13	NM_001008836
Il7r	NM_001106418
LOC499742	NM_001024308
LOC102551365	NM_001287614
Spopl	NM_001134447
Hnmt	NM_031044
Tbpl2	NM_001099361
Il36g	NM_001113790
Il36a	NM_001106554
Il36b	NM_001108570
Il36rn	NM_001107814
Il1f10	NM_001108571
Il1rn	NM_022194
Psd4	NM_001134881
Pax8	NM_031141
Cacna1b	NM_147141
Cacna1b	NM_001195199
Ehmt1	NM_001108572
Arrdc1	NM_001100770
Zmynd19	NM_198770
Mrpl41	NM_001013426
Pnpla7	NM_144738
	NR_073057
Nsmf	NM_057190
Nsmf	NM_001270628
Nsmf	NM_001270626
Nsmf	NM_001270627
Entpd8	NM_001033565
Noxa1	NM_001100171
Nrarp	NM_001143750
Tor4a	NM_001107816
Nelfb	NM_001107817
Fam166a	NM_001025694
Tubb4b	NM_199094
Slc34a3	NM_139338
Cysrt1	NM_001109194
Rnf208	NM_001109195
Ndor1	NM_001107818
Tmem203	NM_001107819
Tprn	NM_001024309
Ssna1	NM_001303617
	NR_130647
Anapc2	NM_001100532
Lrrc26	NM_001014053
Grin1	NM_001270610
Grin1	NM_001287423
Grin1	NM_001270606
Grin1	NM_001270608
Grin1	NM_001270602
Grin1	NM_001270603
Grin1	NM_001270605
Grin1	NM_017010
Man1b1	NM_001109196
Dpp7	NM_031973
Uap1l1	NM_001134516
Sapcd2	NM_001109418
Entpd2	NM_172030
Npdc1	NM_001004231
Fut7	NM_199491
Abca2	NM_024396
Clic3	NM_001013080
RGD1306215	NM_001106556
Ptgds	NM_013015
Lcn12	NM_001128138
C8g	NM_001106555
Fbxw5	NM_001025730
